Time(s),TotalLungVolume(L),TidalVolume(mL),OxygenSaturation,CardiacOutput(L/min),HeartRate(1/min),HeartStrokeVolume(mL),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),RespirationRate(1/min),EndTidalCarbonDioxideFraction,ArterialBloodPH,Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg)
159.12,2.746,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.14,2.745,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.16,2.745,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.18,2.745,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.20,2.744,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.22,2.744,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.24,2.743,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.26,2.743,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.28,2.742,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.30,2.741,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.32,2.741,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.34,2.740,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.36,2.739,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.38,2.738,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.40,2.737,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.42,2.737,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.44,2.736,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.46,2.735,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.48,2.734,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.50,2.733,104.798,0.949,4.92,96.66,50.9,82.5,94.9,23.08,0.0356,7.36,72,46,0
159.52,2.732,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.54,2.731,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.56,2.730,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.58,2.729,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.60,2.728,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.62,2.727,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.64,2.726,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.66,2.725,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.68,2.724,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.70,2.723,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.72,2.722,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.74,2.721,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.76,2.720,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.78,2.719,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.80,2.718,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.82,2.717,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.84,2.716,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.86,2.715,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.88,2.714,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.90,2.713,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.92,2.712,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.94,2.711,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.96,2.710,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
159.98,2.709,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.00,2.708,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.02,2.707,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.04,2.706,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.06,2.705,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.08,2.704,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.10,2.703,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.12,2.702,104.798,0.949,4.94,97.00,50.9,82.9,94.9,23.08,0.0356,7.36,72,46,0
160.14,2.701,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.16,2.700,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.18,2.699,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.20,2.697,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.22,2.696,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.24,2.695,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.26,2.694,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.28,2.693,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.30,2.692,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.32,2.691,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.34,2.690,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.36,2.689,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.38,2.688,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.40,2.687,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.42,2.687,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.44,2.686,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.46,2.685,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.48,2.684,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.50,2.683,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.52,2.682,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.54,2.681,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.56,2.680,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.58,2.679,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.60,2.678,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.62,2.677,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.64,2.676,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.66,2.675,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.68,2.674,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.70,2.673,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.72,2.672,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.74,2.671,104.798,0.949,4.90,97.29,50.3,83.2,95.2,23.08,0.0356,7.36,72,46,0
160.76,2.670,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.78,2.669,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.80,2.668,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.82,2.667,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.84,2.666,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.86,2.665,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,72,46,0
160.88,2.664,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
160.90,2.663,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
160.92,2.662,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
160.94,2.662,104.798,0.949,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
160.96,2.661,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
160.98,2.660,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.00,2.659,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.02,2.658,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.04,2.657,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.06,2.656,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.08,2.655,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.10,2.654,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.12,2.653,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.14,2.652,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.16,2.651,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.18,2.650,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.20,2.650,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.22,2.649,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.24,2.648,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.26,2.647,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.28,2.646,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.30,2.645,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.32,2.644,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.34,2.643,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.36,2.642,104.798,0.948,4.89,97.53,50.1,83.2,95.3,23.08,0.0356,7.36,71,46,0
161.38,2.641,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.40,2.641,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.42,2.640,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.44,2.640,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.46,2.639,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.48,2.639,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.50,2.639,104.798,0.948,4.88,97.57,50.0,83.2,95.2,23.08,0.0356,7.36,71,46,0
161.52,2.639,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.54,2.653,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.56,2.673,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.58,2.698,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.60,2.727,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.62,2.749,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.64,2.759,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.66,2.761,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.68,2.755,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.70,2.754,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.72,2.754,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.74,2.754,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.76,2.753,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.78,2.753,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.80,2.752,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.82,2.752,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.84,2.751,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.86,2.750,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.88,2.750,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.90,2.749,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.92,2.748,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.94,2.747,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.96,2.746,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
161.98,2.745,104.654,0.948,4.88,97.57,50.0,83.2,95.2,23.44,0.0356,7.36,71,46,0
162.00,2.745,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.02,2.744,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.04,2.743,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.06,2.742,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.08,2.741,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.10,2.740,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.12,2.739,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.14,2.738,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.16,2.737,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.18,2.736,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.20,2.735,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.22,2.734,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.24,2.733,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.26,2.732,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.28,2.731,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.30,2.730,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.32,2.729,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.34,2.728,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.36,2.727,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.38,2.725,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.40,2.724,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.42,2.723,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.44,2.722,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.46,2.721,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.48,2.720,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.50,2.719,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.52,2.718,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.54,2.717,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.56,2.716,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.58,2.715,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.60,2.714,104.654,0.948,4.87,97.60,49.9,83.1,95.1,23.44,0.0356,7.36,71,46,0
162.62,2.713,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.64,2.712,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.66,2.711,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.68,2.710,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.70,2.709,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.72,2.708,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.74,2.707,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.76,2.706,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.78,2.705,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.80,2.704,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.82,2.703,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.84,2.702,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.86,2.701,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.88,2.700,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.90,2.699,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.92,2.698,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.94,2.697,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.96,2.696,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
162.98,2.695,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.00,2.694,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.02,2.693,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.04,2.692,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.06,2.691,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.08,2.690,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.10,2.689,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.12,2.688,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.14,2.687,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.16,2.686,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.18,2.685,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.20,2.684,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.22,2.683,104.654,0.948,4.86,97.67,49.7,83.0,95.0,23.44,0.0356,7.36,71,46,0
163.24,2.682,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.26,2.681,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.28,2.680,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.30,2.679,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.32,2.678,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.34,2.677,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.36,2.676,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.38,2.675,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.40,2.674,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.42,2.673,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.44,2.672,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.46,2.671,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.48,2.670,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.50,2.669,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.52,2.668,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.54,2.667,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.56,2.666,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.58,2.665,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.60,2.664,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.62,2.663,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.64,2.662,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.66,2.662,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.68,2.661,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.70,2.660,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.72,2.659,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.74,2.658,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.76,2.657,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.78,2.656,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.80,2.655,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.82,2.654,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.84,2.653,104.654,0.948,4.87,97.79,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.86,2.652,104.654,0.948,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.88,2.651,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.90,2.650,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.92,2.650,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.94,2.649,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.96,2.648,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
163.98,2.648,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
164.00,2.647,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
164.02,2.647,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
164.04,2.647,104.654,0.947,4.88,97.96,49.8,82.9,94.9,23.44,0.0356,7.36,71,46,0
164.06,2.647,105.620,0.947,4.88,97.96,49.8,82.9,94.9,23.62,0.0356,7.36,71,46,0
164.08,2.661,105.620,0.947,4.88,97.96,49.8,82.9,94.9,23.62,0.0356,7.36,71,46,0
164.10,2.681,105.620,0.947,4.88,97.96,49.8,82.9,94.9,23.62,0.0356,7.36,71,46,0
164.12,2.706,105.620,0.947,4.88,97.96,49.8,82.9,94.9,23.62,0.0356,7.36,71,46,0
